"unique_id","citation_context","citation_class_label"
"P11-1134_10","They proved to be useful in a number of NLP applications such as natural language generation ( Iordanskaja et al. , 1991 ) , multidocument summarization ( McKeown et al. , 2002 ) , automatic evaluation of MT ( Denkowski and Lavie , 2010 ) , and TE ( @@CITATION@@ ) .","MOTIVATION"
"P10-2059_19","The results , which partly confirm those obtained on a smaller dataset in @@CITATION@@ , must be seen in light of the fact that our gesture annotation scheme comprises more fine-grained categories than most of the studies mentioned earlier for both head movements and face expressions .","COMPARES_CONTRASTS"
"D12-1037_11","We employ the idea of ultraconservative update ( @@CITATION@@ ; Crammer et al. , 2006 ) to propose two incremental methods for local training in Algorithm 2 as follows .","USES"
"D13-1115_63","It has also been shown to be useful in joint inference of text with visual attributes obtained using visual classifiers ( @@CITATION@@ ) .","BACKGROUND"
"W06-1104_13","@@CITATION@@ reported a correlation of r = .69 .","COMPARES_CONTRASTS"
"P02-1001_22","A more subtle example is weighted FSAs that approximate PCFGs ( Nederhof , 2000 ; @@CITATION@@ ) , or to extend the idea , weighted FSTs that approximate joint or conditional synchronous PCFGs built for translation .","BACKGROUND"
"W06-1639_6","As has been previously observed and exploited in the NLP literature ( Pang and Lee , 2004 ; Agarwal and Bhattacharyya , 2005 ; @@CITATION@@ ) , the above optimization function , unlike many others that have been proposed for graph or set partitioning , can be solved exactly in an provably efficient manner via methods for finding minimum cuts in graphs .","COMPARES_CONTRASTS"
"W00-1017_12","WIT features an incremental understanding method ( @@CITATION@@b ) that makes it possible to build a robust and real-time system .","USES"
"W14-1619_38","This choice is inspired by recent work on learning syntactic categories ( @@CITATION@@ ) , which successfully utilized such language models to represent word window contexts of target words .","MOTIVATION"
"J13-1008_13","As for work on Arabic ( MSA ) , results have been reported on the PATB ( Kulick , Gabbard , and Marcus 2006 ; @@CITATION@@ ; Green and Manning 2010 ) , the Prague Dependency Treebank ( PADT ) ( Buchholz and Marsi 2006 ; Nivre 2008 ) and the CATiB ( Habash and Roth 2009 ) .","BACKGROUND"
"W00-1312_15","Other studies which view lR as a query generation process include Maron and Kuhns , 1960 ; Hiemstra and Kraaij , 1999 ; @@CITATION@@ ; Miller et al , 1999 .","COMPARES_CONTRASTS"
"J09-4010_31","In Section 5 , we discuss the difficulties associated with such user studies , and describe a human-based evaluation we conducted for a small subset of the responses generated by our system ( @@CITATION@@b ) .","USES"
"P13-3018_10","@@CITATION@@ considers the second verb V2 as an aspectual complex comparable to the auxiliaries .","BACKGROUND"
"P97-1063_18","2We could just as easily use other symmetric `` association '' measures , such as 02 ( @@CITATION@@ ) or the Dice coefficient ( Smadja , 1992 ) .","COMPARES_CONTRASTS"
"J00-2004_7","In this situation , @@CITATION@@b , 293 ) recommend `` evaluating the expectations using only a single , probable alignment . ''","MOTIVATION"
"W06-1705_20","The use of the web as a corpus for teaching and research on language has been proposed a number of times ( @@CITATION@@ ; Robb , 2003 ; Rundell , 2000 ; Fletcher , 2001 , 2004b ) and received a special issue of the journal Computational Linguistics ( Kilgarriff and Grefenstette , 2003 ) .","BACKGROUND"
"J03-3004_28","â¢ Learnability ( Zernik and Dyer 1987 ) â¢ Text generation ( Hovy 1988 ; Milosavljevic , Tulloch , and Dale 1996 ) â¢ Speech generation ( @@CITATION@@ ) â¢ Localization ( Sch Â¨ aler 1996 )","BACKGROUND"
"D14-1083_11","Following our previous work on stance classification ( @@CITATION@@c ) , we employ three types of features computed based on the frame-semantic parse of each sentence in a post obtained from SEMAFOR ( Das et al. , 2010 ) .","EXTENDS"
"N10-1084_6","However , the literature on Linguistic Steganography , in which linguistic properties of a text are modified to hide information , is small compared with other media ( @@CITATION@@ ) .","BACKGROUND"
"W02-0309_15","This has been reported for other languages , too , dependent on the generality of the chosen approach ( J Â¨ appinen and Niemist Â¨ o , 1988 ; Choueka , 1990 ; Popovic and Willett , 1992 ; Ekmekc Â¸ ioglu et al. , 1995 ; Hedlund et al. , 2001 ; @@CITATION@@ ) .","BACKGROUND"
"P02-1001_23","We offer a theorem that highlights the broad applicability of these modeling techniques .4 If f ( input , output ) is a weighted regular relation , then the following statements are equivalent : ( 1 ) f is a joint probabilistic relation ; ( 2 ) f can be computed by a Markovian FST that halts with probability 1 ; ( 3 ) f can be expressed as a probabilistic regexp , i.e. , a regexp built up from atomic expressions a : b ( for a E E U -LCB- E -RCB- , b E A U -LCB- E -RCB- ) using concatenation , probabilistic union + p , and probabilistic closure * p. For defining conditional relations , a good regexp language is unknown to us , but they can be defined in several other ways : ( 1 ) via FSTs as in Fig. 1c , ( 2 ) by compilation of weighted rewrite rules ( @@CITATION@@ ) , ( 3 ) by compilation of decision trees ( Sproat and Riley , 1996 ) , ( 4 ) as a relation that performs contextual left-to-right replacement of input substrings by a smaller conditional relation ( Gerdemann and van Noord , 1999 ) ,5 ( 5 ) by conditionalization of a joint relation as discussed below .","BACKGROUND"
"N10-1084_13","We use the @@CITATION@@ CCG parser to analyse the sentence before and after paraphrasing .","USES"
"J06-2002_7","For example , consider a relational description ( cfXXX , @@CITATION@@ ) involving a gradable adjective , as in the dog in the large shed .","BACKGROUND"
"J90-3003_3","Previous versions of our work , as described in @@CITATION@@ also assume that phrasing is dependent on predicate-argument structure .","EXTENDS"
"D11-1138_1","like information extraction ( Yates and Etzioni , 2009 ) and textual entailment ( @@CITATION@@ ) .","BACKGROUND"
"J01-4001_1","The inclusion of the coreference task in the Sixth and Seventh Message Understanding Conferences ( MUC-6 and MUC-7 ) gave a considerable impetus to the development of coreference resolution algorithms and systems , such as those described in @@CITATION@@ , Gaizauskas and Humphreys ( 1996 ) , and Kameyama ( 1997 ) .","BACKGROUND"
"K15-1002_24","Lee et al. ( 2012 ) model entity coreference and event coreference jointly ; @@CITATION@@ consider joint coreference and entity-linking .","BACKGROUND"
"P07-1068_18","However , learning-based resolvers have not been able to benefit from having an SC agreement feature , presumably because the method used to compute the SC of an NP is too simplistic : while the SC of a proper name is computed fairly accurately using a named entity ( NE ) recognizer , many resolvers simply assign to a common noun the first ( i.e. , most frequent ) WordNet sense as its SC ( e.g. , @@CITATION@@ , Markert and Nissim ( 2005 ) ) .","BACKGROUND"
"D11-1138_4","This includes work on generalized expectation ( Mann and McCallum , 2010 ) , posterior regularization ( Ganchev et al. , 2010 ) and constraint driven learning ( @@CITATION@@ ; Chang et al. , 2010 ) .","COMPARES_CONTRASTS"
"W05-0709_11","The final machine is a trigram language model , specifically a Kneser-Ney ( @@CITATION@@ ) based backoff language model .","USES"
"J00-2001_13","Hovy has described another text planner that builds similar plans ( @@CITATION@@b ) .","BACKGROUND"
"W06-1639_37","In particular , since we treat each individual speech within a debate as a single `` document '' , we are considering a version of document-level sentiment-polarity classification , namely , automatically distinguishing between positive and negative documents ( Das and Chen , 2001 ; @@CITATION@@ ; Turney , 2002 ; Dave et al. , 2003 ) .","BACKGROUND"
"D11-1138_22","transition-based dependency parsing framework ( @@CITATION@@ ) using an arc-eager transition strategy and are trained using the perceptron algorithm as in Zhang and Clark ( 2008 ) with a beam size of 8 .","USES"
"J00-2004_8","Just as easily , we can model link types that coincide with entries in an on-line bilingual dictionary separately from those that do not ( cfXXX @@CITATION@@ ) .","USES"
"J07-1005_24","As an alternative , we rely on PubMed to retrieve an initial set of hits that we then postprocess in greater detail -- this is the standard pipeline architecture commonly employed in other question-answering systems ( Voorhees and Tice 1999 ; @@CITATION@@ ) .","COMPARES_CONTRASTS"
"D12-1037_29","( Och and Ney , 2002 ; Blunsom et al. , 2008 ) used maximum likelihood estimation to learn weights for MT. ( @@CITATION@@ ; Moore and Quirk , 2008 ; Zhao and Chen , 2009 ; Galley and Quirk , 2011 ) employed an evaluation metric as a loss function and directly optimized it .","COMPARES_CONTRASTS"
"E03-1004_6","We also compare the results with the output generated by the statistical translation system GIZA + + / ISI ReWrite Decoder ( AlOnaizan et al. , 1999 ; @@CITATION@@ ; Germann et al. , 2001 ) , trained on the same parallel corpus .","COMPARES_CONTRASTS"
"D13-1115_38","Some efforts have tackled tasks such as automatic image caption generation ( Feng and Lapata , 2010a ; Ordonez et al. , 2011 ) , text illustration ( @@CITATION@@ ) , or automatic location identification of Twitter users ( Eisenstein et al. , 2010 ; Wing and Baldridge , 2011 ; Roller et al. , 2012 ) .","BACKGROUND"
"K15-1003_19","Since we are not generating from the model , this does not introduce difficulties ( @@CITATION@@ ) .","MOTIVATION"
"J05-3003_17","The extraction procedure consists of three steps : First , the bracketing of the trees in the Penn Treebank is corrected and extended based on the approaches of Magerman ( 1994 ) and @@CITATION@@ .","BACKGROUND"
"W06-1104_8","As they are required to enable test subjects to distinguish between senses , we use artificial glosses composed from synonyms and hypernyms as a surrogate , e.g. for brother : `` brother , male sibling '' vs. `` brother , comrade , friend '' ( @@CITATION@@ ) .","USES"
"P10-4003_0","Over the last decade there has been a lot of interest in developing tutorial dialogue systems that understand student explanations ( Jordan et al. , 2006 ; Graesser et al. , 1999 ; @@CITATION@@ ; Buckley and Wolska , 2007 ; Nielsen et al. , 2008 ; VanLehn et al. , 2007 ) , because high percentages of selfexplanation and student contentful talk are known to be correlated with better learning in humanhuman tutoring ( Chi et al. , 1994 ; Litman et al. , 2009 ; Purandare and Litman , 2008 ; Steinhauser et al. , 2007 ) .","BACKGROUND"
"J05-3003_24","@@CITATION@@ argues that there are cases , albeit exceptional ones , in which constraints on syntactic category are an issue in subcategorization .","MOTIVATION"
"A00-1024_13","Corpus frequency : ( @@CITATION@@ ) differentiates between misspellings and neologisms ( new words ) in terms of their frequency .","USES"
"D12-1037_10","We use an in-house developed hierarchical phrase-based translation ( @@CITATION@@ ) as our baseline system , and we denote it as In-Hiero .","USES"
"J86-1002_1","The types of sentences accepted are essentially those accepted by the original NLC grammar , imperative sentences with nested noun groups and conjunctions ( @@CITATION@@ ) .","BACKGROUND"
"N01-1013_7","The task we used to compare different generalisation techniques is similar to that used by Pereira et al. ( 1993 ) and @@CITATION@@ .","COMPARES_CONTRASTS"
"P11-1134_2","One of the proposed methods to extract paraphrases relies on a pivot-based approach using phrase alignments in a bilingual parallel corpus ( @@CITATION@@ ) .","BACKGROUND"
"J06-2002_35","The Nash arbitration plan , for example , would allow a doubly graded description whenever the product of the Values for the referent r exceeds that of all distractors ( @@CITATION@@ ; cfXXX Gorniak and Roy 2003 ; Thorisson 1994 , for other plans ) .","BACKGROUND"
"W06-1705_29","@@CITATION@@ extracts word co-occurrence probabilities from unlabelled text collected from a web crawler .","BACKGROUND"
"W06-1639_5","Notable early papers on graph-based semisupervised learning include Blum and Chawla ( 2001 ) , @@CITATION@@ , Kondor and Lafferty ( 2002 ) , and Joachims ( 2003 ) .","BACKGROUND"
"J10-3007_29","Due to this inherent ambiguity , manual annotations usually distinguish between sure correspondences for unambiguous translations , and possible , for ambiguous translations ( @@CITATION@@ ) .","BACKGROUND"
"W04-0910_10","Thus for instance , ( Copestake and Flickinger , 2000 ; Copestake et al. , 2001 ) describes a Head Driven Phrase Structure Grammar ( HPSG ) which supports the parallel construction of a phrase structure ( or derived ) tree and of a semantic representation and ( @@CITATION@@ ) show how to equip Lexical Functional grammar ( LFG ) with a glue semantics .","BACKGROUND"
"P10-4003_7","The contextual interpreter then uses a reference resolution approach similar to Byron ( 2002 ) , and an ontology mapping mechanism ( @@CITATION@@a ) to produce a domain-specific semantic representation of the student 's output .","USES"
"J00-4002_20","only the available five relative scopings of the quantifiers are produced ( @@CITATION@@ , 47 ) , but without the need for a free variable constraint -- the HOU algorithm will not produce any solutions in which a previously bound variable becomes free ; â¢ the equivalences are reversible , and thus the above sentences cart be generated from scoped logical forms ; â¢ partial scopings are permitted ( see Reyle [ 19961 ) â¢ scoping can be freely interleaved with other types of reference resolution ; â¢ unscoped or partially scoped forms are available for inference or for generation at every stage .","BACKGROUND"
"J00-1004_3","In the transducers produced by the training method described in this paper , the source and target positions are in the set -LCB- -1 , 0,1 -RCB- , though we have also used handcoded transducers ( @@CITATION@@ ) and automatically trained transducers ( Alshawi and Douglas 2000 ) with a larger range of positions .","USES"
"J04-3001_11","Similar approaches are being explored for parsing ( Steedman , @@CITATION@@ ; Hwa et al. 2003 ) .","BACKGROUND"
"W06-1639_13","In particular , since we treat each individual speech within a debate as a single `` document '' , we are considering a version of document-level sentiment-polarity classification , namely , automatically distinguishing between positive and negative documents ( Das and Chen , 2001 ; Pang et al. , 2002 ; Turney , 2002 ; @@CITATION@@ ) .","BACKGROUND"
"W01-0706_19","would be chunked as follows ( Tjong Kim @@CITATION@@ ) : [ NP He ] [ VP reckons ] [ NP the current account deficit ] [ VP will narrow ] [ PP","BACKGROUND"
"W10-2910_1","The flexible architecture we have presented enables interesting future research : ( i ) a straightforward improvement is the use of lexical similarity to reduce data sparseness , e.g. ( @@CITATION@@ ; Basili et al. , 2006 ; Bloehdorn et al. , 2006 ) .","BACKGROUND"
"A00-1014_11","5An alternative strategy to step ( 4 ) is to perform a database lookup based on the ambiguous query and summarize the results ( @@CITATION@@ ) , which we leave for future work .","FUTURE"
"P02-1001_20","Such approaches have been tried recently in restricted cases ( @@CITATION@@ ; Eisner , 2001b ; Lafferty et al. , 2001 ) .","BACKGROUND"
"E99-1022_5","Typed feature grammars can be used as the basis for implementations of Head-driven Phrase Structure Grammar ( HPSG ; Pollard and Sag , 1994 ) as discussed in ( @@CITATION@@a ) and ( Meurers and Minnen , 1997 ) .","EXTENDS"
"J09-4010_54","It is therefore no surprise that early attempts at response automation were knowledge-driven ( Barr and Tessler 1995 ; @@CITATION@@ ; Delic and Lahaix 1998 ) .","BACKGROUND"
"P02-1001_27","A more subtle example is weighted FSAs that approximate PCFGs ( @@CITATION@@ ; Mohri and Nederhof , 2001 ) , or to extend the idea , weighted FSTs that approximate joint or conditional synchronous PCFGs built for translation .","BACKGROUND"
"P11-1134_19","ones , DIRT ( Lin and Pantel , 2001 ) , VerbOcean ( Chklovski and Pantel , 2004 ) , FrameNet ( Baker et al. , 1998 ) , and Wikipedia ( @@CITATION@@ ; Kouylekov et al. , 2009 ) .","BACKGROUND"
"W06-2807_17","The Ruby on @@CITATION@@ framework permits us to quickly develop web applications without rewriting common functions and classes .","USES"
"K15-1003_7","We further add rules for combining with punctuation to the left and right and allow for the merge rule X â X X of @@CITATION@@ .","USES"
"W06-1639_9","Politically-oriented text Sentiment analysis has specifically been proposed as a key enabling technology in eRulemaking , allowing the automatic analysis of the opinions that people submit ( Shulman et al. , 2005 ; @@CITATION@@ ; Kwon et al. , 2006 ) .","BACKGROUND"
"D08-1034_4","@@CITATION@@ has made some preliminary attempt on the idea of hierarchical semantic","BACKGROUND"
"W06-1104_23","@@CITATION@@ pointed out that many relations between words in a text are non-classical ( i.e. other than typical taxonomic relations like synonymy or hypernymy ) and therefore not covered by semantic similarity .","BACKGROUND"
"J91-2003_54","Some of the intuitions we associate with this notion have been very well expressed by @@CITATION@@ , pp. 7-8 ) : ... Semantics is constrained by our models of ourselves and our worlds .","BACKGROUND"
"D09-1056_5","In 2009 , the second WePS campaign showed similar trends regarding the use of NE features ( @@CITATION@@ ) .","BACKGROUND"
"J04-3001_16","The head words can be automatically extracted using a heuristic table lookup in the manner described by @@CITATION@@ .","USES"
"J00-2001_46","Reiter describes a pipelined modular approach as a consensus architecture underlying most recent work in generation ( @@CITATION@@ ) .","BACKGROUND"
"W03-0806_26","For example , the suite of LT tools ( @@CITATION@@ ; Grover et al. , 2000 ) perform tokenization , tagging and chunking on XML marked-up text directly .","BACKGROUND"
"N10-1084_17","Liu et al. ( 2005 ) , @@CITATION@@ , Murphy ( 2001 ) , Murphy and Vogel ( 2007 ) and Topkara et al. ( 2006a ) all belong to the syntactic transformation category .","BACKGROUND"
"D09-1067_9","Brockmann and Lapata ( 2003 ) have showed that WordNet-based approaches do not always outperform simple frequency-based models , and a number of techniques have been recently proposed which may offer ideas for refining our current unsupervised approach ( @@CITATION@@ ; Bergsma et al. , 2008 ) .","FUTURE"
"W01-1510_9","The RenTAL system is implemented in LiLFeS ( @@CITATION@@ ) 2 .","USES"
"J05-3003_33","In the future , we hope to evaluate the automatic annotations and extracted lexicon against Propbank ( @@CITATION@@ ) .","FUTURE"
"J03-3004_12","Each set of translations is stored separately , and for each set the `` marker hypothesis '' ( @@CITATION@@ ) is used to segment the phrasal lexicon into a `` marker lexicon . ''","USES"
"A00-1019_1","One way to increase the precision of the mapping process is to impose some linguistic constraints on the sequences such as simple noun-phrase contraints ( Gaussier , 1995 ; @@CITATION@@ ; hua Chen and Chen , 94 ; Fung , 1995 ; Evans and Zhai , 1996 ) .","USES"
"W06-3309_16","Although this study falls under the general topic of discourse modeling , our work differs from previous attempts to characterize text in terms of domainindependent rhetorical elements ( @@CITATION@@ ; Marcu and Echihabi , 2002 ) .","COMPARES_CONTRASTS"
"J91-2003_6","`` Coherence , '' as outlined above , can be understood as a declarative ( or static ) version of marker passing ( Hirst 1987 ; @@CITATION@@ ) , with one difference : the activation spreads to theories that share a predicate , not through the IS-A hierarchy , and is limited to elementary facts about predicates appearing in the text .","COMPARES_CONTRASTS"
"W06-1639_49","Task properties Determining whether or not a speaker supports a proposal falls within the realm of sentiment analysis , an extremely active research area devoted to the computational treatment of subjective or opinion-oriented language ( early work includes @@CITATION@@ , Hearst ( 1992 ) , Sack ( 1994 ) , and Wiebe ( 1994 ) ; see Esuli ( 2006 ) for an active bibliography ) .","BACKGROUND"
"W01-0706_17","First , it has been noted that in many natural language applications it is sufficient to use shallow parsing information ; information such as noun phrases ( NPs ) and other syntactic sequences have been found useful in many large-scale language processing applications including information extraction and text summarization ( @@CITATION@@ ; Appelt et al. , 1993 ) .","BACKGROUND"
"J87-3002_9","In addition , a fully flexible access system allows the retrieval of dictionary entries on the basis of constraints specifying any combination of phonetic , lexical , syntactic , and semantic information ( @@CITATION@@ ) .","BACKGROUND"
"J02-3002_14","@@CITATION@@ developed a way of incorporating standard n-grams into the cache model , using mixtures of language models and also exponentially decaying the weight for the cache prediction depending on the recency of the word 's last","EXTENDS"
"J97-4003_53","Riehemann 1993 ; Oliva 1994 ; Frank 1994 ; Opalka 1995 ; @@CITATION@@ ) .","COMPARES_CONTRASTS"
"W03-0806_5","Machine learning methods should be interchangeable : Transformation-based learning ( TBL ) ( @@CITATION@@ ) and Memory-based learning ( MBL ) ( Daelemans et al. , 2002 ) have been applied to many different problems , so a single interchangeable component should be used to represent each method .","MOTIVATION"
"W06-1639_16","Recently , several alternative , often quite sophisticated approaches to collective classification have been proposed ( Neville and Jensen , 2000 ; Lafferty et al. , 2001 ; @@CITATION@@ ; Taskar et al. , 2002 ; Taskar et al. , 2003 ; Taskar et al. , 2004 ; McCallum and Wellner , 2004 ) .","BACKGROUND"
"J87-3002_32","We tested the classification of verbs into semantic types using a verb list of 139 pre-classified items drawn from the lists published in @@CITATION@@ and Stockwell et al. ( 1973 ) .","USES"
"J00-3003_13","The combination of likelihood and prior modeling , HMMs , and Viterbi decoding is fundamentally the same as the standard probabilistic approaches to speech recognition ( Bahl , Jelinek , and Mercer 1983 ) and tagging ( @@CITATION@@ ) .","COMPARES_CONTRASTS"
"P11-1134_7","Cross-lingual Textual Entailment ( CLTE ) has been proposed by ( Mehdad et al. , 2010 ) as an extension of Textual Entailment ( @@CITATION@@ ) that consists in deciding , given two texts T and H in different languages , if the meaning of H can be inferred from the meaning of T .","BACKGROUND"
"W05-0709_22","The EDR has close ties to the named entity recognition ( NER ) and coreference resolution tasks , which have been the focus of several recent investigations ( Bikel et al. , 1997 ; @@CITATION@@ ; Borthwick , 1999 ; Mikheev et al. , 1999 ; Soon et al. , 2001 ; Ng and Cardie , 2002 ; Florian et al. , 2004 ) , and have been at the center of evaluations such as : MUC-6 , MUC-7 , and the CoNLL '02 and CoNLL '03 shared tasks .","BACKGROUND"
"W06-1705_9","Other solutions such as complete caching of the corpora are not typically adopted due to legal concerns over copyright and redistribution of web data , issues considered at length by @@CITATION@@a ) .","BACKGROUND"
"D11-1138_13","This includes work on generalized expectation ( @@CITATION@@ ) , posterior regularization ( Ganchev et al. , 2010 ) and constraint driven learning ( Chang et al. , 2007 ; Chang et al. , 2010 ) .","BACKGROUND"
"J00-1003_21","A very similar formulation , for another grammar transformation , is given in @@CITATION@@ .","COMPARES_CONTRASTS"
"D12-1037_24","We run GIZA + + ( @@CITATION@@ ) on the training corpus in both directions ( Koehn et al. , 2003 ) to obtain the word alignment for each sentence pair .","USES"
"W03-0806_28","Other attempts to address efficiency include the fast Transformation Based Learning ( TBL ) Toolkit ( @@CITATION@@ ) which dramatically speeds up training TBL systems , and the translation of TBL rules into finite state machines for very fast tagging ( Roche and Schabes , 1997 ) .","BACKGROUND"
"J00-2003_6","Consequently , fusion has been applied to a wide variety of pattern recognition and decision theoretic problems -- using a plethora of theories , techniques , and tools -- including some applications in computational linguistics ( e.g. , @@CITATION@@ ; van Halteren , Zavrel , and Daelemans 1998 ) and speech technology ( e.g. , Bowles and Damper 1989 ; Romary and Pierre11989 ) .","BACKGROUND"
"J90-3003_8","This observation has led some researchers , e.g. , @@CITATION@@ , to claim a direct mapping between the syntactic phrase and the prosodic phrase .","BACKGROUND"
"P10-2002_7","These features are carefully designed to reduce the data sparseness problem and some of them are inspired by previous work ( He et al. , 2008 ; @@CITATION@@ ; Marton and Resnik , 2008 ; Chiang et al. , 2009 ; Setiawan et al. , 2009 ; Shen et al. , 2009 ; Xiong et al. , 2009 ) : 1 .","MOTIVATION"
"D10-1074_30","In our previous work ( @@CITATION@@ ) , conversation entailment is formulated as the following : given a conversation segment D which is represented by a set of clauses D = d1 â§ ... â§ dm , and a hypothesis H represented by another set of clauses H = h1 â§ ... â§ hn , the prediction on whether D entails H is determined by the product of probabilities that each hypothesis clause hj is entailed from all the conversation segment clauses d1 ... dm as follows .","EXTENDS"
"W06-1639_23","Notable early papers on graph-based semisupervised learning include Blum and Chawla ( 2001 ) , Bansal et al. ( 2002 ) , @@CITATION@@ , and Joachims ( 2003 ) .","BACKGROUND"
"W14-2106_14","In addition , we consider several types of lexical features ( LexF ) inspired by previous work on agreement and disagreement ( @@CITATION@@ ; Misra and Walker , 2013 ) .","MOTIVATION"
"J09-4010_6","@@CITATION@@ compared two retrieval approaches ( TF.IDF and query expansion ) and two predictive approaches ( statistical translation and latent variable models ) .","BACKGROUND"
"D13-1115_43","Others provide automatic mappings of natural language instructions to executable actions , such as interpreting navigation directions ( Chen and Mooney , 2011 ) or robot commands ( Tellex et al. , 2011 ; @@CITATION@@ ) .","BACKGROUND"
"P10-4003_5","The dialogue state is represented by a cumulative answer analysis which tracks , over multiple turns , the correct , incorrect , and not-yet-mentioned parts 1Other factors such as student confidence could be considered as well ( @@CITATION@@ ) .","FUTURE"
"J05-3003_47","As noted above , it is well documented ( @@CITATION@@ ) that subcategorization frames ( and their frequencies ) vary across domains .","MOTIVATION"
"J05-3003_16","@@CITATION@@ explore a number of related approaches to the extraction of a lexicalized TAG from the Penn-II Treebank with the aim of constructing a statistical model for parsing .","BACKGROUND"
"J00-1004_4","At the same time , we believe our method has advantages over the approach developed initially at IBM ( @@CITATION@@ ; Brown et al. 1993 ) for training translation systems automatically .","COMPARES_CONTRASTS"
"W06-3309_1","Building on the work of Ruch et al. ( 2003 ) in the same domain , we present a generative approach that attempts to directly model the discourse structure of MEDLINE abstracts using Hidden Markov Models ( HMMs ) ; cfXXX ( @@CITATION@@ ) .","BACKGROUND"
"W03-0806_8","The basic Python reflection has already been implemented and used for large scale experiments with POS tagging , using pyMPI ( a message passing interface library for Python ) to coordinate experiments across a cluster of over 100 machines ( Curran and Clark , 2003 ; @@CITATION@@ ) .","BACKGROUND"
"J07-1005_49","As an alternative , we rely on PubMed to retrieve an initial set of hits that we then postprocess in greater detail -- this is the standard pipeline architecture commonly employed in other question-answering systems ( @@CITATION@@ ; Hirschman and Gaizauskas 2001 ) .","COMPARES_CONTRASTS"
"D13-1115_10","The language grounding problem has received significant attention in recent years , owed in part to the wide availability of data sets ( e.g. Flickr , Von Ahn ( 2006 ) ) , computing power , improved computer vision models ( Oliva and Torralba , 2001 ; Lowe , 2004 ; Farhadi et al. , 2009 ; Parikh and Grauman , 2011 ) and neurological evidence of ties between the language , perceptual and motor systems in the brain ( Pulverm Â¨ uller et al. , 2005 ; Tettamanti et al. , 2005 ; @@CITATION@@ ) .","BACKGROUND"
"J91-2003_41","Although in this paper we take modus ponens as the main rule of inference , in general one can consider deductive closures with respect to weaker , nonstandard logics , ( cfXXX @@CITATION@@ ; Frisch 1987 ; Patel-Schneider 1985 ) .","COMPARES_CONTRASTS"
"J87-3002_5","As @@CITATION@@ points out , given that no situations were envisaged where the information from the tape would be altered once installed in secondary storage , this simple and convenComputational Linguistics , Volume 13 , Numbers 3-4 , July-December 1987 205 Bran Boguraev and Ted Briscoe Large Lexicons for Natural Language Processing tional access strategy is perfectly adequate .","BACKGROUND"
"J91-2003_15","Other factors , such as the role of focus ( @@CITATION@@ , 1978 ; Sidner 1983 ) or quantifier scoping ( Webber 1983 ) must play a role , too .","BACKGROUND"
"W01-1510_25","This paper describes an approach for sharing resources in various grammar formalisms such as Feature-Based Lexicalized Tree Adjoining Grammar ( FB-LTAG1 ) ( @@CITATION@@ ; Vijay-Shanker and Joshi , 1988 ) and Head-Driven Phrase Structure Grammar ( HPSG ) ( Pollard and Sag , 1994 ) by a method of grammar conversion .","BACKGROUND"
"Q13-1020_28","This is because the binary structure has been verified to be very effective for tree-based translation ( @@CITATION@@ ; Zhang et al. , 2011a ) .","MOTIVATION"
"N04-2004_8","There is a general consensus among theoretical linguists that the proper representation of verbal argument structure is event structure -- representations grounded in a theory of events that decompose semantic roles in terms of primitive predicates representing concepts such as causality and inchoativity ( Dowty , 1979 ; @@CITATION@@ ; Pustejovsky , 1991b ; Rappaport Hovav and Levin , 1998 ) .","BACKGROUND"
"D11-1138_3","measure the standard intrinsic parser metrics unlabeled attachment score ( UAS ) and labeled attachment score ( LAS ) ( @@CITATION@@ ) .","USES"
"W05-0709_8","The EDR has close ties to the named entity recognition ( NER ) and coreference resolution tasks , which have been the focus of several recent investigations ( @@CITATION@@ ; Miller et al. , 1998 ; Borthwick , 1999 ; Mikheev et al. , 1999 ; Soon et al. , 2001 ; Ng and Cardie , 2002 ; Florian et al. , 2004 ) , and have been at the center of evaluations such as : MUC-6 , MUC-7 , and the CoNLL '02 and CoNLL '03 shared tasks .","BACKGROUND"
"J03-3004_4","Accordingly , we convert examples such as ( 27 ) into their generalized equivalents , as in ( 28 ) : ( 28 ) <DET> good man : bon homme That is , where @@CITATION@@ substitutes variables for various words in his templates , we replace certain lexical items with their marker tag .","COMPARES_CONTRASTS"
"J86-1002_11","How it is done is beyond the scope of this paper but is explained in detail in @@CITATION@@ .","BACKGROUND"
"W03-0806_6","These tools use a highly optimised GIS implementation and provide sophisticated Gaussian smoothing ( @@CITATION@@ ) .","USES"
"W06-1639_47","Also relevant is work on the general problems of dialog-act tagging ( Stolcke et al. , 2000 ) , citation analysis ( Lehnert et al. , 1990 ) , and computational rhetorical analysis ( Marcu , 2000 ; @@CITATION@@ ) .","BACKGROUND"
"J06-2002_39","The inference rules that were necessary to convert one list of properties into another do not sit comfortably within the received NLG pipeline model ( e.g. , @@CITATION@@ ) .","BACKGROUND"
"N04-2004_16","@@CITATION@@ has developed an agenda-driven chart parser for the feature-driven formalism described above ; please refer to his paper for a description of the parsing algorithm .","EXTENDS"
"J91-2003_2","An example of psycholinguistically oriented research work can be found in @@CITATION@@ .","BACKGROUND"
"N01-1002_8","In addition to a referring function , noun phrases ( NP ) can also serve communicative goals such as providing new information about the referent and expressing the speaker 's emotional attitude towards the referent ( Appelt , 1985 ; @@CITATION@@ ) .","BACKGROUND"
