,Model,Precision,Recall,F1-Score,Accuracy,Method,System_Prompt,Query_Template,Examples_Method,Temperature
901,MISTRAL_NEMO,0.6571,0.6799,0.6612,0.6855,many-shot,1,1,2,1.0
902,LLAMA3.1,0.6604,0.6816,0.6611,0.6946,one-shot,3,2,1,0.5
903,LLAMA3.1,0.6756,0.7347,0.6611,0.6711,few-shot,2,2,2,0.5
904,QWEN2,0.6793,0.7271,0.6611,0.6749,many-shot,1,2,1,0.5
905,QWEN2,0.6647,0.7267,0.6609,0.6776,few-shot,3,2,1,1.0
906,LLAMA3.2_3B,0.6451,0.7014,0.6607,0.6787,one-shot,3,2,1,0.0
907,LLAMA3,0.6468,0.7084,0.6607,0.6754,few-shot,1,1,2,1.0
908,LLAMA3.1,0.6885,0.6523,0.6603,0.7098,zero-shot,1,2,,0.5
909,MISTRAL_NEMO,0.6577,0.6856,0.6602,0.6883,zero-shot,1,1,,0.2
910,LLAMA3.1,0.6779,0.7029,0.66,0.6812,many-shot,1,2,2,1.0
911,QWEN2,0.6736,0.7263,0.6598,0.6771,many-shot,3,2,1,1.0
912,QWEN2,0.6518,0.7039,0.6596,0.683,one-shot,1,1,2,1.0
913,LLAMA3.1,0.6509,0.6708,0.6596,0.6869,many-shot,1,1,1,0.2
914,QWEN2,0.6641,0.7265,0.6593,0.6771,few-shot,3,1,1,0.5
915,QWEN2,0.6721,0.7025,0.6593,0.6857,one-shot,2,2,1,0.0
916,GEMMA2-27B,0.6606,0.736,0.6592,0.6695,many-shot,3,1,1,1.0
917,LLAMA3.1,0.6712,0.733,0.6591,0.6695,few-shot,2,2,2,0.2
918,QWEN2,0.6473,0.7058,0.6588,0.6796,one-shot,2,1,1,1.0
919,QWEN2,0.6484,0.6983,0.6588,0.6819,one-shot,1,1,2,0.0
920,LLAMA3.1,0.6471,0.684,0.6588,0.6765,one-shot,2,1,1,0.2
921,QWEN2,0.652,0.6937,0.6587,0.684,one-shot,2,1,2,0.0
922,GEMMA2-9B,0.7466,0.6306,0.6585,0.706,many-shot,1,1,2,1.0
923,QWEN2,0.6727,0.7035,0.6585,0.6835,one-shot,2,2,1,0.5
924,GEMMA2-2B,0.6465,0.7035,0.6585,0.6824,few-shot,2,2,2,0.0
925,LLAMA3,0.6473,0.7308,0.6584,0.6663,one-shot,1,1,1,0.2
926,MISTRAL_NEMO,0.6658,0.6747,0.6584,0.6912,zero-shot,1,2,,0.5
927,GEMMA2-27B,0.6627,0.6909,0.6583,0.6824,few-shot,2,1,1,0.2
928,MISTRAL_NEMO,0.6877,0.6553,0.6582,0.7034,few-shot,2,1,2,1.0
929,MISTRAL_NEMO,0.6481,0.6709,0.658,0.6727,many-shot,1,1,1,1.0
930,GEMMA2-27B,0.6613,0.691,0.6577,0.6819,few-shot,2,1,1,0.5
931,MISTRAL_NEMO,0.6827,0.6464,0.6575,0.7066,one-shot,2,1,1,1.0
932,LLAMA3.2_3B,0.65,0.6708,0.6575,0.6904,few-shot,3,2,1,0.2
933,LLAMA3.1,0.6715,0.7309,0.6574,0.6679,few-shot,2,2,2,0.0
934,GEMMA2-27B,0.6614,0.6883,0.6568,0.6814,few-shot,2,1,1,0.0
935,QWEN2,0.6498,0.6977,0.6567,0.6808,one-shot,2,1,2,0.5
936,GEMMA2-9B,0.7906,0.6188,0.6566,0.712,many-shot,2,1,2,0.0
937,GEMMA2-2B,0.6442,0.7024,0.6565,0.6792,few-shot,2,2,2,0.2
938,LLAMA3.1,0.6914,0.6364,0.6565,0.7007,many-shot,2,1,2,1.0
939,QWEN2,0.6496,0.6926,0.6563,0.6819,one-shot,2,1,2,0.2
940,GEMMA2-9B,0.663,0.7036,0.6563,0.6744,many-shot,1,1,1,0.5
941,QWEN2,0.6701,0.6993,0.6563,0.6824,one-shot,2,2,1,0.2
942,GEMMA2-2B,0.6666,0.6575,0.6562,0.6946,zero-shot,1,2,,0.0
943,LLAMA3,0.6552,0.6567,0.6559,0.6803,one-shot,3,1,1,1.0
944,PHI3_MEDIUM,0.6849,0.6391,0.6557,0.7179,many-shot,1,1,2,0.0
945,PHI3_MEDIUM,0.6849,0.6391,0.6557,0.7179,many-shot,2,1,2,0.0
946,MISTRAL_NEMO,0.7297,0.6264,0.6556,0.7303,zero-shot,3,2,,0.2
947,MISTRAL_NEMO,0.7318,0.6256,0.6555,0.7292,zero-shot,3,2,,0.0
948,GEMMA2-9B,0.6626,0.704,0.6549,0.672,many-shot,1,1,1,0.0
949,QWEN2,0.6717,0.6978,0.6549,0.6819,one-shot,2,2,1,1.0
950,QWEN2,0.6732,0.723,0.6548,0.6668,many-shot,1,2,1,1.0
951,QWEN2,0.6531,0.7116,0.6547,0.676,zero-shot,3,1,,0.5
952,LLAMA3,0.6445,0.7293,0.6547,0.662,one-shot,1,1,1,0.5
953,GEMMA2-2B,0.6623,0.6558,0.6544,0.6919,zero-shot,1,2,,0.5
954,GEMMA2-2B,0.6669,0.6548,0.6542,0.693,zero-shot,1,2,,0.2
955,QWEN2,0.6455,0.6928,0.6542,0.6787,one-shot,1,1,2,0.2
956,QWEN2,0.6577,0.7198,0.6539,0.6717,few-shot,3,1,1,1.0
957,GEMMA2-9B,0.6606,0.7038,0.6535,0.6704,many-shot,1,1,1,0.2
958,GEMMA2-27B,0.6562,0.6861,0.6532,0.6771,few-shot,2,1,1,1.0
959,QWEN2,0.644,0.6925,0.6531,0.676,one-shot,1,1,2,0.5
960,GEMMA2-2B,0.6509,0.6766,0.653,0.6767,many-shot,3,2,1,0.2
961,LLAMA3.2_3B,0.655,0.7153,0.6526,0.6685,few-shot,3,2,2,0.2
962,GEMMA2-2B,0.6508,0.6751,0.6526,0.6772,many-shot,3,2,1,0.0
963,LLAMA3.1,0.6707,0.7187,0.6526,0.6647,few-shot,1,2,2,0.5
964,GEMMA2-2B,0.6407,0.6987,0.6524,0.6754,few-shot,2,2,2,0.5
965,LLAMA3.2_3B,0.6374,0.6927,0.6523,0.6711,one-shot,3,2,1,0.5
966,LLAMA3.2_3B,0.6757,0.6401,0.6522,0.708,many-shot,3,2,1,0.0
967,GEMMA2-9B,0.7869,0.6145,0.6521,0.7088,many-shot,2,1,2,0.2
968,LLAMA3.1,0.6406,0.6786,0.652,0.6717,one-shot,2,1,1,0.5
969,GEMMA2-2B,0.644,0.6998,0.6512,0.6733,few-shot,1,2,2,1.0
970,QWEN2,0.6531,0.7151,0.6509,0.6679,zero-shot,2,1,,0.5
971,QWEN2,0.6507,0.7091,0.6508,0.6717,zero-shot,3,1,,0.0
972,GEMMA2-9B,0.7713,0.615,0.6505,0.7071,many-shot,2,1,2,0.5
973,PHI3.5_MINI,0.6851,0.6491,0.6504,0.698,zero-shot,3,2,,1.0
974,GEMMA2-9B,0.6575,0.7044,0.6501,0.6651,many-shot,1,1,1,1.0
975,QWEN2,0.6522,0.7123,0.65,0.6679,zero-shot,2,1,,0.2
976,PHI3.5_MINI,0.6838,0.6491,0.6499,0.698,zero-shot,3,2,,0.5
977,LLAMA3,0.6553,0.6922,0.6496,0.6491,one-shot,2,1,2,0.5
978,GEMMA2-2B,0.6466,0.6781,0.6496,0.6787,many-shot,2,2,2,0.0
979,QWEN2,0.6504,0.7074,0.6496,0.6711,zero-shot,3,1,,0.2
980,LLAMA3.2_3B,0.6537,0.7141,0.6496,0.6647,few-shot,3,2,2,0.0
981,QWEN2,0.6515,0.7122,0.6495,0.6674,zero-shot,2,1,,0.0
982,PHI3.5_MINI,0.6333,0.6969,0.6495,0.6619,one-shot,1,1,2,0.0
983,QWEN2,0.6699,0.7112,0.6495,0.6738,many-shot,3,1,1,0.0
984,LLAMA3.2_3B,0.672,0.6387,0.6495,0.7053,many-shot,3,2,1,0.2
985,GEMMA2-27B,0.6573,0.7138,0.6495,0.6631,many-shot,2,1,1,0.0
986,LLAMA3,0.6574,0.6913,0.6494,0.6448,one-shot,2,1,2,0.0
987,LLAMA3,0.6565,0.6502,0.6493,0.6985,zero-shot,3,2,,0.2
988,GEMMA2-2B,0.6457,0.679,0.6491,0.6771,many-shot,2,2,2,0.2
989,LLAMA3,0.6309,0.691,0.649,0.6582,few-shot,2,1,2,1.0
990,MISTRAL_NEMO,0.6416,0.6804,0.649,0.6728,zero-shot,1,1,,0.5
991,GEMMA2-27B,0.6566,0.7139,0.6488,0.662,many-shot,2,1,1,0.2
992,QWEN2,0.6557,0.7184,0.6487,0.6642,zero-shot,1,1,,0.2
993,LLAMA3.1,0.6807,0.638,0.6486,0.7283,many-shot,3,2,1,0.2
994,QWEN2,0.6698,0.7093,0.6486,0.6728,many-shot,3,1,1,0.5
995,PHI3.5_MINI,0.6322,0.6949,0.6485,0.6614,one-shot,1,1,2,0.2
996,PHI3.5_MINI,0.6321,0.6941,0.6485,0.6619,one-shot,1,1,2,0.5
997,LLAMA3,0.6581,0.743,0.6484,0.6507,one-shot,3,2,2,0.0
998,GEMMA2-27B,0.6558,0.7137,0.6484,0.6615,many-shot,2,1,1,1.0
999,LLAMA3,0.6576,0.6483,0.6484,0.6996,zero-shot,3,2,,0.0
1000,MISTRAL_NEMO,0.7248,0.6489,0.6484,0.7002,one-shot,3,1,1,0.5
1001,QWEN2,0.6547,0.7175,0.6483,0.6642,zero-shot,1,1,,0.0
1002,QWEN2,0.6683,0.7095,0.6483,0.6733,many-shot,3,1,1,0.2
1003,QWEN2,0.655,0.7178,0.6483,0.6642,zero-shot,1,1,,0.5
1004,LLAMA3.1,0.6432,0.6795,0.6479,0.6717,one-shot,1,1,1,0.5
1005,LLAMA3,0.6354,0.711,0.6478,0.648,one-shot,2,1,1,0.0
1006,PHI3.5_MINI,0.6825,0.6474,0.6478,0.6959,zero-shot,3,2,,0.2
1007,LLAMA3.2_3B,0.6383,0.6667,0.6476,0.677,few-shot,3,2,1,0.5
1008,PHI3.5_MINI,0.6822,0.6466,0.6472,0.6953,zero-shot,3,2,,0.0
1009,GEMMA2-2B,0.6447,0.669,0.6472,0.6739,many-shot,3,2,1,0.5
1010,LLAMA3,0.6538,0.6885,0.6471,0.6421,one-shot,2,1,2,0.2
1011,GEMMA2-27B,0.6615,0.7168,0.6469,0.6572,many-shot,1,1,1,0.0
1012,PHI3.5_MINI,0.655,0.7096,0.6467,0.6656,one-shot,1,2,2,1.0
1013,LLAMA3.1,0.669,0.6378,0.6467,0.7228,many-shot,3,2,1,0.5
1014,LLAMA3,0.6569,0.7415,0.6464,0.6491,one-shot,3,2,2,0.2
1015,GEMMA2-2B,0.6359,0.6941,0.6464,0.6695,few-shot,2,2,2,1.0
1016,LLAMA3.2_3B,0.644,0.7139,0.6462,0.6599,one-shot,3,2,2,0.5
1017,GEMMA2-27B,0.6549,0.7111,0.6458,0.6588,many-shot,2,1,1,0.5
1018,LLAMA3.2_3B,0.6421,0.7084,0.6456,0.6609,one-shot,3,2,2,0.0
1019,LLAMA3.1,0.6443,0.667,0.6456,0.6518,one-shot,3,1,2,0.5
1020,GEMMA2-27B,0.659,0.7139,0.6455,0.6566,many-shot,1,1,1,1.0
1021,LLAMA3.1,0.6762,0.6307,0.6455,0.6803,one-shot,1,1,2,0.5
1022,LLAMA3.1,0.6557,0.6375,0.6453,0.6738,zero-shot,2,1,,0.0
1023,LLAMA3.1,0.6355,0.7191,0.6451,0.6525,few-shot,1,1,1,0.5
1024,LLAMA3.2_3B,0.6488,0.7084,0.645,0.6604,few-shot,3,2,2,0.5
1025,PHI3_MEDIUM,0.6415,0.6538,0.6449,0.7018,few-shot,1,1,2,0.0
1026,PHI3_MEDIUM,0.6415,0.6538,0.6449,0.7018,few-shot,2,1,2,0.0
1027,LLAMA3.1,0.6433,0.6647,0.6447,0.6774,one-shot,3,2,1,1.0
1028,LLAMA3.2_3B,0.642,0.7079,0.6446,0.6599,one-shot,3,2,2,0.2
1029,GEMMA2-27B,0.6605,0.7134,0.6443,0.6545,many-shot,1,1,1,0.2
1030,LLAMA3,0.6321,0.7105,0.6443,0.6443,one-shot,2,1,1,0.2
1031,PHI3_MEDIUM,0.6687,0.6296,0.6441,0.7054,many-shot,2,1,2,0.2
1032,LLAMA3,0.6527,0.6435,0.6441,0.6943,zero-shot,3,2,,0.5
1033,LLAMA3.1,0.6487,0.6998,0.6439,0.6615,one-shot,2,2,1,0.0
1034,QWEN2,0.6357,0.6831,0.6436,0.667,one-shot,2,1,2,1.0
1035,GEMMA2-27B,0.6588,0.715,0.6435,0.6529,many-shot,1,1,1,0.5
1036,MISTRAL_NEMO,0.7193,0.6146,0.6433,0.7211,zero-shot,3,2,,0.5
1037,LLAMA3.2_3B,0.6652,0.6318,0.6433,0.7005,many-shot,3,2,1,0.5
1038,GEMMA2-2B,0.6403,0.6717,0.6432,0.6722,many-shot,2,2,2,0.5
1039,QWEN2,0.6623,0.7047,0.6432,0.6679,many-shot,3,1,1,1.0
1040,GEMMA2-2B,0.6451,0.6481,0.6427,0.6764,zero-shot,1,2,,1.0
1041,MISTRAL_NEMO,0.6481,0.6596,0.6425,0.6763,zero-shot,1,2,,1.0
1042,LLAMA3.1,0.6459,0.6987,0.6425,0.6604,one-shot,2,2,1,0.2
1043,GEMMA2-2B,0.6408,0.6627,0.6424,0.6708,many-shot,3,2,1,1.0
1044,MISTRAL_NEMO,0.665,0.6388,0.6422,0.6883,one-shot,1,1,2,0.0
1045,LLAMA3.1,0.6744,0.6325,0.6422,0.7278,many-shot,3,2,1,0.0
1046,LLAMA3,0.6302,0.7072,0.6421,0.6443,one-shot,2,1,1,0.5
1047,LLAMA3.2_3B,0.641,0.7084,0.642,0.6561,one-shot,3,2,2,1.0
1048,PHI3.5_MINI,0.6266,0.6886,0.6418,0.6568,one-shot,1,1,2,1.0
1049,MISTRAL_NEMO,0.6562,0.674,0.6418,0.6695,zero-shot,2,1,,0.0
1050,PHI3_MEDIUM,0.6414,0.6501,0.6416,0.6979,few-shot,2,1,2,0.2
1051,LLAMA3,0.672,0.6442,0.6414,0.6894,zero-shot,1,2,,0.0
1052,GEMMA2-2B,0.6391,0.6759,0.6412,0.6663,many-shot,2,2,2,1.0
1053,LLAMA3,0.6343,0.6765,0.6412,0.6464,many-shot,2,1,2,1.0
1054,GEMMA2-2B,0.6563,0.6853,0.6412,0.6604,many-shot,1,2,2,0.2
1055,QWEN2,0.6465,0.7046,0.6409,0.6582,zero-shot,2,1,,1.0
1056,PHI3.5_MINI,0.6613,0.6331,0.6408,0.6932,many-shot,1,1,1,0.0
1057,GEMMA2-2B,0.6551,0.6833,0.6405,0.6604,many-shot,1,2,2,0.0
1058,LLAMA3.1,0.7123,0.6154,0.6401,0.6964,zero-shot,1,1,,0.2
1059,LLAMA3,0.6499,0.734,0.6399,0.6427,one-shot,3,2,2,0.5
1060,PHI3.5_MINI,0.6511,0.7047,0.6398,0.6569,one-shot,1,2,2,0.0
1061,PHI3.5_MINI,0.6518,0.7057,0.6397,0.6571,one-shot,1,2,2,0.2
1062,LLAMA3,0.6226,0.7,0.6396,0.64,few-shot,3,1,1,0.0
1063,QWEN2,0.6498,0.7117,0.6395,0.6539,zero-shot,1,1,,1.0
1064,GEMMA2-2B,0.6522,0.6813,0.6394,0.6599,many-shot,1,2,2,0.5
1065,PHI3.5_MINI,0.6513,0.7038,0.6393,0.6562,one-shot,1,2,2,0.5
1066,LLAMA3.1,0.6425,0.6975,0.6391,0.6556,one-shot,2,2,1,0.5
1067,GEMMA2-2B,0.6237,0.6945,0.6389,0.6486,many-shot,3,1,2,0.0
1068,LLAMA3.1,0.6269,0.7039,0.6388,0.647,few-shot,2,1,1,0.5
1069,LLAMA3.1,0.6498,0.6303,0.6388,0.6695,zero-shot,2,1,,0.2
1070,LLAMA3,0.6686,0.6414,0.6386,0.6873,zero-shot,1,2,,0.2
1071,LLAMA3,0.6647,0.6427,0.6385,0.6857,zero-shot,1,2,,0.5
1072,LLAMA3,0.652,0.7348,0.6382,0.64,one-shot,3,2,2,1.0
1073,PHI3.5_MINI,0.6553,0.632,0.638,0.6882,many-shot,1,1,1,0.2
1074,GEMMA2-2B,0.6233,0.6943,0.6378,0.648,many-shot,3,1,2,0.2
1075,LLAMA3.1,0.638,0.6993,0.6376,0.6518,few-shot,3,2,1,0.2
1076,PHI3_MEDIUM,0.6626,0.6232,0.6374,0.7011,many-shot,1,1,2,0.2
1077,LLAMA3,0.6571,0.6431,0.6372,0.6814,zero-shot,1,2,,1.0
1078,LLAMA3.2_3B,0.6229,0.6739,0.6368,0.6577,one-shot,3,2,1,1.0
1079,LLAMA3.1,0.6377,0.7082,0.6366,0.6425,one-shot,1,2,1,0.2
1080,MISTRAL_NEMO,0.651,0.6687,0.6365,0.6647,zero-shot,2,1,,0.2
1081,MISTRAL_NEMO,0.6678,0.6276,0.6362,0.6878,one-shot,2,1,2,0.0
1082,LLAMA3,0.628,0.7107,0.6361,0.6437,one-shot,1,1,1,1.0
1083,PHI3.5_MINI,0.6442,0.6648,0.636,0.672,many-shot,1,2,2,1.0
1084,PHI3.5_MINI,0.6553,0.6796,0.636,0.6629,zero-shot,1,2,,1.0
1085,PHI3.5_MINI,0.6555,0.6759,0.6358,0.6623,zero-shot,1,2,,0.5
1086,LLAMA3.1,0.6377,0.7079,0.6356,0.6419,one-shot,1,2,1,0.0
1087,LLAMA3,0.6415,0.637,0.6354,0.6862,zero-shot,3,2,,1.0
1088,LLAMA3.2_3B,0.6411,0.6971,0.6352,0.6513,few-shot,3,2,2,1.0
1089,LLAMA3.1,0.6499,0.7041,0.6351,0.6448,few-shot,2,2,2,1.0
1090,PHI3.5_MINI,0.6543,0.6748,0.6348,0.6634,zero-shot,1,1,,0.0
1091,PHI3.5_MINI,0.6542,0.6748,0.6348,0.6633,zero-shot,1,1,,0.2
1092,LLAMA3.1,0.6235,0.6622,0.6348,0.6733,many-shot,1,2,1,0.5
1093,GEMMA2-2B,0.6243,0.6833,0.6346,0.655,one-shot,1,2,1,0.0
1094,PHI3.5_MINI,0.6546,0.6746,0.6343,0.6625,zero-shot,1,1,,0.5
1095,LLAMA3,0.6412,0.672,0.6343,0.6588,zero-shot,2,2,,0.0
1096,LLAMA3.1,0.6406,0.7219,0.634,0.6443,few-shot,1,2,1,0.2
1097,PHI3.5_MINI,0.6517,0.7018,0.634,0.6481,one-shot,1,2,1,0.2
1098,PHI3.5_MINI,0.6433,0.6568,0.6338,0.669,many-shot,1,2,2,0.2
1099,PHI3.5_MINI,0.6546,0.6748,0.6338,0.6614,zero-shot,1,2,,0.0
1100,PHI3.5_MINI,0.6565,0.6724,0.6337,0.6634,zero-shot,1,1,,1.0
1101,PHI3.5_MINI,0.6541,0.6733,0.6335,0.6622,zero-shot,1,2,,0.2
1102,GEMMA2-2B,0.624,0.6826,0.6333,0.6539,one-shot,1,2,1,0.2
1103,PHI3_MEDIUM,0.6609,0.6206,0.6333,0.7879,few-shot,1,2,1,0.2
1104,MISTRAL_NEMO,0.658,0.6283,0.6331,0.6814,one-shot,1,1,2,0.2
1105,GEMMA2-9B,0.7494,0.6,0.633,0.6973,many-shot,2,1,2,1.0
1106,LLAMA3.1,0.7044,0.6095,0.633,0.6921,zero-shot,1,1,,0.0
1107,PHI3.5_MINI,0.65,0.6975,0.6329,0.6448,one-shot,1,2,1,1.0
1108,GEMMA2-2B,0.6422,0.6282,0.6329,0.6797,one-shot,3,2,1,0.0
1109,LLAMA3.2_3B,0.6234,0.6482,0.6328,0.6624,few-shot,3,2,1,1.0
1110,LLAMA3.1,0.6574,0.6498,0.6328,0.6695,zero-shot,2,2,,0.5
1111,PHI3.5_MINI,0.619,0.6719,0.6328,0.6482,one-shot,2,1,2,0.0
1112,LLAMA3,0.6453,0.688,0.6327,0.6153,one-shot,3,1,2,0.2
1113,PHI3.5_MINI,0.6497,0.6289,0.6327,0.6853,many-shot,1,1,1,0.5
1114,LLAMA3.1,0.658,0.7051,0.6323,0.6416,one-shot,1,2,2,0.0
1115,LLAMA3.1,0.6572,0.6481,0.6322,0.6706,zero-shot,2,2,,0.2
1116,GEMMA2-2B,0.6428,0.6266,0.6322,0.6797,one-shot,3,2,1,0.2
1117,LLAMA3.1,0.6587,0.6199,0.6321,0.6604,one-shot,1,1,2,1.0
1118,PHI3.5_MINI,0.6333,0.6366,0.632,0.6741,many-shot,2,1,1,0.0
1119,LLAMA3.1,0.6514,0.698,0.6319,0.6428,few-shot,1,2,2,1.0
1120,GEMMA2-2B,0.6398,0.627,0.6317,0.6787,one-shot,3,2,1,1.0
1121,GEMMA2-2B,0.6278,0.6903,0.6312,0.6478,many-shot,1,2,1,0.0
1122,PHI3.5_MINI,0.6497,0.7,0.6312,0.6447,one-shot,1,2,1,0.0
1123,PHI3.5_MINI,0.6407,0.6541,0.6311,0.6677,many-shot,1,2,2,0.0
1124,LLAMA3,0.6146,0.6927,0.6311,0.6308,few-shot,3,1,1,0.2
1125,PHI3.5_MINI,0.6503,0.6973,0.631,0.6445,one-shot,1,2,1,0.5
1126,PHI3.5_MINI,0.6464,0.7074,0.6309,0.6426,one-shot,2,2,2,0.0
1127,PHI3.5_MINI,0.6395,0.6452,0.6308,0.6719,many-shot,2,2,2,0.0
1128,PHI3.5_MINI,0.6473,0.6717,0.6307,0.6545,zero-shot,2,2,,0.2
1129,PHI3.5_MINI,0.6438,0.7068,0.6306,0.644,one-shot,2,2,2,1.0
1130,LLAMA3,0.6344,0.6684,0.6306,0.6545,zero-shot,2,2,,0.2
1131,PHI3_MEDIUM,0.6591,0.6184,0.6305,0.7873,many-shot,1,2,1,0.2
1132,PHI3.5_MINI,0.6318,0.6358,0.6305,0.6714,many-shot,2,1,1,0.2
1133,PHI3.5_MINI,0.6169,0.6695,0.6303,0.6462,one-shot,2,1,2,0.2
1134,LLAMA3,0.6419,0.6881,0.6302,0.6142,one-shot,3,1,2,0.0
1135,PHI3.5_MINI,0.6158,0.6723,0.6302,0.6442,one-shot,2,1,2,1.0
1136,LLAMA3,0.6142,0.6916,0.6302,0.6325,few-shot,3,1,1,0.5
1137,PHI3.5_MINI,0.6464,0.6717,0.6301,0.6534,zero-shot,2,2,,0.0
1138,PHI3.5_MINI,0.6458,0.7069,0.63,0.6419,one-shot,2,2,2,0.5
1139,GEMMA2-2B,0.6269,0.6884,0.6299,0.6473,many-shot,1,2,1,0.5
1140,PHI3.5_MINI,0.6401,0.6526,0.6298,0.6654,many-shot,1,2,2,0.5
1141,PHI3.5_MINI,0.6257,0.6421,0.6298,0.6627,many-shot,1,1,2,0.2
1142,PHI3.5_MINI,0.6381,0.644,0.6295,0.671,many-shot,2,2,2,0.2
1143,LLAMA3,0.6401,0.7223,0.6293,0.623,few-shot,2,2,2,1.0
1144,LLAMA3,0.6341,0.6264,0.6293,0.6534,zero-shot,1,1,,0.0
1145,LLAMA3.1,0.6369,0.7174,0.6292,0.6407,few-shot,1,2,1,0.0
1146,MISTRAL_NEMO,0.6632,0.6204,0.6292,0.6846,one-shot,2,1,2,0.2
1147,GEMMA2-2B,0.6259,0.6876,0.6291,0.6462,many-shot,1,2,1,0.2
1148,LLAMA3.1,0.6313,0.6285,0.6291,0.683,zero-shot,3,2,,1.0
1149,PHI3.5_MINI,0.6257,0.6406,0.629,0.6632,many-shot,1,1,2,0.5
1150,GEMMA2-2B,0.6401,0.6235,0.6289,0.6771,one-shot,3,2,1,0.5
1151,LLAMA3.1,0.629,0.6993,0.6289,0.6408,one-shot,1,2,1,0.5
1152,PHI3.5_MINI,0.6444,0.7053,0.6289,0.6408,one-shot,2,2,2,0.2
1153,LLAMA3,0.6357,0.625,0.6288,0.6489,zero-shot,1,1,,0.5
1154,LLAMA3.1,0.6336,0.6878,0.6285,0.6454,few-shot,3,2,1,0.0
1155,LLAMA3.1,0.6575,0.6432,0.6285,0.6685,zero-shot,2,2,,0.0
1156,LLAMA3.1,0.6354,0.6235,0.6284,0.6593,zero-shot,2,1,,0.5
1157,LLAMA3.1,0.627,0.6535,0.6284,0.6341,one-shot,3,1,2,1.0
1158,PHI3.5_MINI,0.6249,0.6398,0.6283,0.6632,many-shot,1,1,2,0.0
1159,LLAMA3.2_3B,0.6432,0.6207,0.6281,0.6845,many-shot,3,2,1,1.0
1160,LLAMA3,0.6334,0.6696,0.6279,0.6239,one-shot,2,1,2,1.0
1161,PHI3.5_MINI,0.6663,0.6088,0.6278,0.7066,many-shot,3,2,1,0.0
1162,PHI3.5_MINI,0.6447,0.6959,0.6276,0.6392,one-shot,2,2,1,0.5
1163,PHI3.5_MINI,0.666,0.6085,0.6276,0.7061,many-shot,3,2,1,0.2
1164,LLAMA3.1,0.6476,0.6218,0.6275,0.6792,zero-shot,1,2,,1.0
1165,LLAMA3.2_3B,0.622,0.6413,0.6273,0.6593,few-shot,3,1,1,0.2
1166,LLAMA3.1,0.6503,0.6988,0.6272,0.6378,one-shot,1,2,2,0.5
1167,PHI3_MEDIUM,0.6461,0.6177,0.6269,0.8008,many-shot,2,2,1,0.0
1168,PHI3_MEDIUM,0.6461,0.6177,0.6269,0.8008,few-shot,1,2,1,0.0
1169,PHI3_MEDIUM,0.6461,0.6177,0.6269,0.8008,few-shot,2,2,1,0.0
1170,PHI3_MEDIUM,0.6461,0.6177,0.6269,0.8008,zero-shot,1,2,,0.0
1171,PHI3_MEDIUM,0.6461,0.6177,0.6269,0.8008,many-shot,1,2,1,0.0
1172,PHI3_MEDIUM,0.6461,0.6177,0.6269,0.8008,one-shot,1,2,1,0.0
1173,PHI3_MEDIUM,0.6461,0.6177,0.6269,0.8008,one-shot,2,2,1,0.0
1174,PHI3_MEDIUM,0.6461,0.6177,0.6269,0.8008,zero-shot,2,2,,0.0
1175,MISTRAL_NEMO,0.6372,0.6662,0.6268,0.6513,zero-shot,2,1,,0.5
1176,PHI3.5_MINI,0.6439,0.6984,0.6267,0.6369,one-shot,2,2,1,1.0
1177,PHI3_MEDIUM,0.6515,0.6144,0.6266,0.781,zero-shot,1,2,,0.2
1178,PHI3.5_MINI,0.6444,0.6679,0.6264,0.6502,zero-shot,2,2,,0.5
1179,PHI3.5_MINI,0.6449,0.6973,0.6264,0.6384,one-shot,2,2,1,0.2
1180,GEMMA2-2B,0.6125,0.6833,0.6263,0.6362,many-shot,3,1,2,0.5
1181,GEMMA2-2B,0.6177,0.6738,0.6262,0.6486,one-shot,1,2,1,0.5
1182,PHI3.5_MINI,0.6351,0.6409,0.6261,0.6688,many-shot,2,2,2,0.5
1183,LLAMA3,0.6147,0.6901,0.626,0.6271,one-shot,2,1,1,1.0
1184,PHI3.5_MINI,0.6628,0.6073,0.6259,0.7036,many-shot,3,2,1,0.5
1185,LLAMA3.1,0.6118,0.6593,0.6257,0.6421,one-shot,2,1,1,1.0
1186,LLAMA3.1,0.6514,0.6966,0.6257,0.6351,one-shot,1,2,2,0.2
1187,MISTRAL_NEMO,0.6454,0.6238,0.6253,0.6717,one-shot,1,1,2,0.5
1188,PHI3.5_MINI,0.6272,0.6297,0.6253,0.6691,many-shot,2,1,1,0.5
1189,LLAMA3.1,0.6164,0.6369,0.6249,0.6534,many-shot,2,1,1,0.0
1190,LLAMA3.1,0.6454,0.7052,0.6248,0.6319,one-shot,2,2,2,0.0
1191,LLAMA3,0.6293,0.6221,0.6246,0.6513,zero-shot,1,1,,0.2
1192,LLAMA3.2_3B,0.6184,0.6348,0.624,0.6523,one-shot,3,1,2,0.0
1193,PHI3.5_MINI,0.6108,0.6635,0.624,0.6386,one-shot,2,1,2,0.5
1194,LLAMA3.2_3B,0.6165,0.6363,0.6239,0.6491,one-shot,3,1,2,0.2
1195,PHI3_MEDIUM,0.6482,0.6135,0.6239,0.7256,many-shot,2,2,1,0.5
1196,LLAMA3.2_3B,0.6187,0.6375,0.6239,0.655,few-shot,3,1,1,0.0
1197,LLAMA3.1,0.6323,0.641,0.6238,0.6582,zero-shot,2,2,,1.0
